device_description,vendor_id,product_id,manufacturer,location_id,usb_speed,power_mA,cpu_avg_percent,process_count,avg_process_runtime_sec,ftk_available,alt_usb_descriptor,source_type,cylinders,tracks_per_cylinder,sectors_per_track,bytes_per_sector,sector_count,drive_model,drive_interface,removable_drive,source_data_size_MB,keystroke_mean_ms,keystroke_std_ms,label
USB Mass Storage Device,2e8a,000a,HP,USB\ROOT_HUB#7884,12 Mbps,112,19.19254610633188,59,219.06354557701388,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,2364.3760009140774,0.9638665185846572,0.9876425483214514,496.4261317291342,-130.55608771740594,Raspberry Pi Pico,USB,True,0.4744029888179174,106.02726511479838,27.9259598108884,1
USB Input Device,16c0,27db,WD,USB\ROOT_HUB#7169,12 Mbps,96,14.361412257178682,55,517.4488378784189,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,43.38735016481797,-0.9855044633441381,-0.9982537068749987,-16.30534788217082,-2.9419503735096524,Unknown,Unknown,Unknown,-1.0594316305981213,93.64191944661162,44.708447678284784,1
USB Input Device,16c0,27db,Logitech,USB\ROOT_HUB#3634,12 Mbps,91,17.672069259629545,51,4481.067005335757,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,36.53744138562549,-0.9937900354276397,-0.9671292018525316,-17.547140232074465,9.694106735587,Unknown,Unknown,Unknown,-1.0489270502038266,167.44267941814743,24.701018444405634,1
USB Input Device,16c0,27db,HP,USB\ROOT_HUB#6722,12 Mbps,104,15.977776671425492,87,4253.821093110325,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,19.49736728794437,-1.0199743146836362,-1.0359670817655378,-17.25492051049029,-37.113122356590985,Unknown,Unknown,Unknown,-0.9754456863221552,150.33042374898926,21.313666582257945,0
USB Mass Storage Device,058f,6387,Logitech,USB\ROOT_HUB#5467,480 Mbps,82,7.146123913907016,51,10445.768894298762,1,Generic Flash Disk VID=058f PID=6387,Physical,1993.2952215813611,1.0050170810770576,1.025254004179386,497.7376913675371,1407.9731743189773,Generic Flash Disk,USB,TRUE,0.3457559426598219,-0.020223662802594244,-0.837222269359919,1
USB Input Device,046d,6387,Arduino,USB\ROOT_HUB#6432,480 Mbps,118,3.4516661796263794,37,10526.152915520352,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,6.521238816947239,-1.0567604665535508,-1.046472374085753,-21.29887946897326,-92.40271795000518,Unknown,Unknown,Unknown,-1.0258949376969162,-0.308777776794255,-0.13289458135629095,0
USB Mass Storage Device,0bda,25a2,Arduino,USB\ROOT_HUB#4165,480 Mbps,263,11.836660829843574,58,6561.031972054585,1,SD Card Reader VID=0bda PID=0129,Physical,1918.0850779365257,0.994455962420467,0.9762219352459889,501.5650400470375,2643.491325625709,SD Card Reader,USB,TRUE,0.9154344058324374,1.5601204014355918,-0.17383401631368345,0
USB Mass Storage Device,058f,6387,Raspberry Pi,USB\ROOT_HUB#4986,12 Mbps,423,6.707213157050399,46,2945.669260825975,1,Generic Flash Disk VID=058f PID=6387,Physical,2387.9978255179994,0.9848362441552324,1.0072302219070786,500.9904198429445,1427.5363389795032,Generic Flash Disk,USB,TRUE,0.8032560410494771,-1.7850545755795857,-1.0323785495732576,0
USB Mass Storage Device,046d,c077,WD,USB\ROOT_HUB#3589,5 Gbps,133,2.2921620716349644,52,6547.233368902786,0,Mouse USB Optical VID=046d PID=c077,Unknown,28.937129388868104,-0.9977827421882065,-1.0110594836126847,-13.911503899320847,1413.0381653165007,Unknown,USB,Unknown,-1.0070250846675266,1.5338150466303437,-0.4088792527397591,0
USB Mass Storage Device,2e8a,000a,SanDisk,USB\ROOT_HUB#1838,12 Mbps,88,8.203001897875712,52,371.5717975775982,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,2285.1310509443692,0.9717436495430507,0.9757417423272181,492.7059228577896,1534.654553784907,Raspberry Pi Pico,USB,True,0.9809988541283801,131.28959082757152,50.56732879374779,1
USB Mass Storage Device,0bda,129,WD,USB\ROOT_HUB#5676,5 Gbps,402,19.12387501304471,59,4950.302317909323,1,SD Card Reader VID=0bda PID=0129,Physical,1760.0962231635326,0.9843250524731422,1.0015508704272253,498.60070498360926,1825.5041559464341,WD External HDD,USB,TRUE,0.8238727572075712,0.18785494889226328,0.004865599546887256,0
USB Mass Storage Device,1058,25a2,HP,USB\ROOT_HUB#8139,5 Gbps,427,5.539402281463884,86,12534.09216802158,1,WD External HDD VID=1058 PID=25a2,Physical,2762.820368029879,1.0061577521071066,0.9651363132669499,491.11579809752163,1276.7213606898517,WD External HDD,USB,TRUE,0.4035072990454923,1.471833235300886,0.1658237346843765,0
USB Input Device,046d,c077,Logitech,USB\ROOT_HUB#6619,12 Mbps,342,17.263651611106063,84,9795.182110394948,0,Mouse USB Optical VID=046d PID=c077,Unknown,69.06809385631973,-1.0634663689988626,-1.0297969924505739,-23.921068293190924,-76.8206587428913,Unknown,Unknown,Unknown,-1.0455880256986594,0.6361541598028878,-0.15613755467069812,0
USB Input Device,046d,c077,Raspberry Pi,USB\ROOT_HUB#6840,480 Mbps,123,5.214432748224736,49,-118.30476833285411,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,17.65362948855605,-1.034628926058624,-0.9990344649534035,-25.644438755387984,-93.12852607061711,Unknown,Unknown,Unknown,-1.0312660723494975,184.19797275603932,-0.5163726168911502,0
USB Mass Storage Device,058f,6387,Raspberry Pi,USB\ROOT_HUB#2442,480 Mbps,208,2.7704618667198453,71,12047.000033543636,1,Generic Flash Disk VID=058f PID=6387,Physical,2522.661633859071,1.0182722925249637,1.0095750064895377,494.55979990733164,1046.022281656622,Generic Flash Disk,USB,TRUE,0.5218710127124007,0.21237557491760517,-0.09800206960574831,1
USB Input Device,046d,c077,Raspberry Pi,USB\ROOT_HUB#1674,480 Mbps,429,9.025354419691707,53,7843.8451247643625,0,Mouse USB Optical VID=046d PID=c077,Unknown,12.900319419410648,-0.9919863684453329,-0.9644176817359362,-9.961227264286288,-65.45772856724366,Unknown,Unknown,Unknown,-1.0114130115602455,-0.47299641058145836,-0.47724388401291684,0
USB Mass Storage Device,058f,6387,Raspberry Pi,USB\ROOT_HUB#2849,5 Gbps,229,11.78998160908715,48,1973.101032067549,1,Generic Flash Disk VID=058f PID=6387,Physical,793.9562963573892,0.9801630084792103,0.9727735828370325,498.6385777824724,1032.9590039283926,Generic Flash Disk,USB,TRUE,0.254198744986857,-0.3936108642995495,-0.16068033282179384,1
USB Input Device,046d,c077,Generic,USB\ROOT_HUB#7507,480 Mbps,426,5.168730349521558,40,12296.430890164147,0,Mouse USB Optical VID=046d PID=c077,Unknown,-5.426786324555767,-0.9900422892078927,-0.9870306391624315,-20.269783713150805,-40.493522803077134,Unknown,Unknown,Unknown,-1.0438290078695887,-0.3282132951406692,-0.30413440560358596,0
USB Mass Storage Device,0bda,129,Generic,USB\ROOT_HUB#2480,5 Gbps,194,16.45481486543684,67,11044.5230775568,1,SD Card Reader VID=0bda PID=0129,Physical,3033.7868637946845,0.9371876623255695,0.9644161621658964,500.20919992521397,2598.124062818562,WD External HDD,USB,TRUE,0.6294252541387123,1.9163559730256736,-0.3117605263078356,0
USB Mass Storage Device,0bda,129,Arduino,USB\ROOT_HUB#3937,12 Mbps,245,17.785205356307692,83,4273.828641277318,1,SD Card Reader VID=0bda PID=0129,Physical,1425.4272906122853,0.9699441034284197,0.9897125842026167,493.01071228461757,2558.8209382685213,WD External HDD,USB,TRUE,0.6220391450822425,-0.3868079851080872,-0.37333684381506504,0
USB Mass Storage Device,2e8a,000a,HP,USB\ROOT_HUB#2480,5 Gbps,127,19.108924495412978,46,-278.8459425868209,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,2213.8303687251096,0.9736057423419567,0.9813395490835176,494.2723799042775,2059.773708840019,Raspberry Pi Pico,USB,True,0.8375164146164301,104.72176078142195,22.57422251877608,1
USB Input Device,16c0,c077,HP,USB\ROOT_HUB#6602,12 Mbps,426,5.151016333454268,86,9208.110552566392,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,-31.997349115315874,-0.9899945203940912,-0.9899298229117792,-22.48203155892108,-88.25050235546742,Unknown,Unknown,Unknown,-1.0341457323854597,114.95803113208034,-0.18134309979457464,0
USB Input Device,046d,129,SanDisk,USB\ROOT_HUB#7542,480 Mbps,214,9.541894036130758,61,7267.7372807026895,1,Generic Flash Disk VID=058f PID=6387,Physical,1762.3133349224488,0.9956580082363465,0.9837739767361976,500.7149349880317,-5.822002179056742,SD Card Reader,USB,True,-1.044523114792796,1.114976825097945,24.244923172902872,0
USB Mass Storage Device,2e8a,000a,Generic,USB\ROOT_HUB#5778,12 Mbps,84,18.32839360750468,46,704.2946609667317,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,801.5502666348874,0.9735185783826467,0.9790314513917623,494.047707805582,1567.0907164587488,Raspberry Pi Pico,USB,TRUE,0.42213148007315066,36.27097772934805,20.843688869544057,1
USB Mass Storage Device,2e8a,000a,HP,USB\ROOT_HUB#3945,12 Mbps,134,14.34469512238934,72,126.37226572740838,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,1536.2889651438163,0.9940667069443665,1.02725633564035,499.89643077360813,-10.303036424637412,Raspberry Pi Pico,USB,TRUE,1.0375079616855265,29.940615162046768,30.877126288930707,1
USB Input Device,046d,c31c,Logitech,USB\ROOT_HUB#3138,480 Mbps,154,20.328129968530288,57,4787.167746764745,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,-66.36958688160597,-0.9719403214461182,-1.0264268245300983,-14.125297469600085,-56.74858973214481,Unknown,Unknown,Unknown,-1.0490176918219274,-1.855068135015359,-0.22233244586415069,0
USB Mass Storage Device,0bda,25a2,Arduino,USB\ROOT_HUB#8358,5 Gbps,269,17.498095651951775,39,3289.696130581689,1,WD External HDD VID=1058 PID=25a2,Physical,2890.886821412277,1.0147325863604888,0.9900490686917484,510.4892259764396,2262.2497765004455,SD Card Reader,USB,TRUE,0.9218350344905835,2.257335909181146,-0.5864419974978765,0
USB Input Device,046d,c077,SanDisk,USB\ROOT_HUB#5201,480 Mbps,433,6.641030224211967,78,4306.2515947886295,0,Mouse USB Optical VID=046d PID=c077,Unknown,8.349573229947271,-1.0425056886554185,-0.9958858762915735,-5.985963138154896,-36.548471560133855,Unknown,Unknown,Unknown,-0.9726205949573996,52.6317896497902,-0.579399452874542,0
USB Input Device,046d,c077,WD,USB\ROOT_HUB#2301,12 Mbps,132,7.499310392468514,71,11036.48630858618,0,Mouse USB Optical VID=046d PID=c077,Unknown,11.573362578787199,-1.006443231773163,-1.0634802648881752,-22.636573120794374,-87.64030388626733,Unknown,Unknown,Unknown,-1.0026051730670282,177.81063447055968,-0.18026400421031896,0
USB Mass Storage Device,058f,c077,SanDisk,USB\ROOT_HUB#7581,480 Mbps,373,19.32813737237998,80,705.1892385407269,1,Generic Flash Disk VID=058f PID=6387,Physical,2291.8013533406697,0.9905286719574459,-0.9738168249413015,506.8542483752778,-33.865124553570446,Unknown,USB,TRUE,0.40264097842034924,30.360181234419596,25.964856248397098,1
USB Input Device,046d,c31c,SanDisk,USB\ROOT_HUB#7759,12 Mbps,197,10.359648714335126,51,3076.0391231378107,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,-7.1809274520101845,-1.0556195560285069,-1.016301547914827,-8.6112305169309,-74.97867872542035,Unknown,Unknown,Unknown,-0.98991957496441,155.26087309538224,46.70245808738228,0
USB Mass Storage Device,058f,129,HP,USB\ROOT_HUB#5124,12 Mbps,200,13.233737031876004,70,11325.962872658716,1,Generic Flash Disk VID=058f PID=6387,Physical,856.2426063189816,0.9682499857029634,0.9796948496191392,511.3734099071839,696.8394168858815,Raspberry Pi Pico,USB,TRUE,0.4937311707288429,0.11866247507581196,-0.6336363289502931,0
USB Mass Storage Device,058f,6387,Logitech,USB\ROOT_HUB#1617,12 Mbps,69,19.40372747037543,53,6427.7527028150125,1,Generic Flash Disk VID=058f PID=6387,Physical,1258.846835472738,0.9940051281998097,1.0225882290571402,503.8865828555067,985.4863502316365,Generic Flash Disk,USB,TRUE,0.8866825129080622,37.475714195791014,-0.11216419287668089,1
USB Mass Storage Device,2e8a,000a,HP,USB\ROOT_HUB#7281,12 Mbps,73,5.822922098079773,47,1637.9830408710814,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,1165.3733859694307,0.9830904344980543,0.9925176374549041,495.2376652709677,1130.795537912944,Raspberry Pi Pico,USB,True,0.6993803310906839,-0.3893839134486282,18.293856845385783,1
USB Mass Storage Device,058f,6387,Logitech,USB\ROOT_HUB#3571,480 Mbps,238,17.05037610678122,69,-368.4784606159992,1,SD Card Reader VID=0bda PID=0129,Physical,1392.5142052955716,0.9751975646423054,1.0229010019862588,503.4272964153438,679.7801978379024,Generic Flash Disk,USB,TRUE,1.0153286267068093,-1.3514475906243897,-0.6511098315865579,0
USB Input Device,16c0,27db,Arduino,USB\ROOT_HUB#4889,12 Mbps,96,18.439050549545346,57,11705.138168003308,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,28.071158069562415,-1.009541876835772,-1.0333243796446672,-20.42487306795443,-29.24438563488996,Unknown,Unknown,Unknown,-0.9910236509048997,45.927274468396455,55.48974242326764,1
USB Mass Storage Device,058f,6387,Raspberry Pi,USB\ROOT_HUB#9937,12 Mbps,84,19.1121202951259,49,10663.540730277029,1,Generic Flash Disk VID=058f PID=6387,Physical,677.645643047718,1.0029973911481744,0.9923444211854194,506.1501328774097,1316.7251080393846,Generic Flash Disk,USB,TRUE,0.5980839803704666,-1.769962115942754,0.3282452685850432,1
USB Mass Storage Device,2e8a,000a,HP,USB\ROOT_HUB#2418,12 Mbps,77,13.618545268806354,71,-38.240676851329226,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,1176.894918320966,0.9724391754675205,0.9752356975164249,491.3230481009926,479.6587658571786,Raspberry Pi Pico,USB,True,0.36196515997277334,42.51145689959431,23.722546649885192,1
USB Input Device,046d,27db,WD,USB\ROOT_HUB#7348,12 Mbps,284,18.493482634746286,43,766.537545074134,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,23.408638648315154,-1.0138279007001805,-0.9609048464602645,-4.056567615826384,-69.508646063735,Unknown,Unknown,Unknown,-0.9908956226407197,119.14099912254227,18.349148844451612,0
USB Mass Storage Device,2e8a,000a,Generic,USB\ROOT_HUB#6603,12 Mbps,181,11.59678329680446,50,253.23420749070897,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,1855.06219810933,0.9876814160396018,0.9925613547485809,506.2755917148203,2094.023967643077,Raspberry Pi Pico,USB,TRUE,0.6663557593171134,-0.15553393896575585,21.314500850886922,1
USB Mass Storage Device,0bda,129,Arduino,USB\ROOT_HUB#4608,5 Gbps,440,17.042293966201225,93,2162.841981651025,1,SD Card Reader VID=0bda PID=0129,Physical,1733.1392962915356,0.9745714814787555,0.9755583375045067,497.2189302498015,1442.9641918520867,SD Card Reader,USB,TRUE,0.8420307969986426,-2.6757065047830317,-0.04167638871533408,0
USB Input Device,046d,c31c,HP,USB\ROOT_HUB#8497,12 Mbps,315,16.13944063305902,65,4333.002757646436,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,24.052141487185594,-1.045290681321377,-1.061183658785354,-9.277658850957415,-78.39722869488557,Unknown,Unknown,Unknown,-1.0189464382692672,93.35035870717921,0.2578148683951531,1
USB Mass Storage Device,1058,25a2,Raspberry Pi,USB\ROOT_HUB#7043,5 Gbps,112,17.546146945878263,93,12634.938368294259,1,WD External HDD VID=1058 PID=25a2,Physical,2642.583882223007,1.0184827720043619,1.0047170676675803,505.62835024164764,1260.1682442080769,WD External HDD,USB,TRUE,1.0085659602373451,1.9132865602526699,-0.454303628405593,0
USB Input Device,046d,27db,Raspberry Pi,USB\ROOT_HUB#1133,12 Mbps,430,14.93111894216448,51,7798.832142877988,0,Mouse USB Optical VID=046d PID=c077,Unknown,39.572545599075255,-1.0150385414267147,-1.0167742534846504,-16.821482830208883,-74.52810485917593,Unknown,Unknown,Unknown,-1.0208520175520324,-0.9432661310472567,23.337007650891145,0
USB Mass Storage Device,058f,6387,Raspberry Pi,USB\ROOT_HUB#7625,5 Gbps,261,5.700385556864962,60,3687.4948939521637,1,Generic Flash Disk VID=058f PID=6387,Physical,1864.428967371462,1.0436268334155954,1.0128386908156812,505.16037301212276,2109.969139569068,Generic Flash Disk,USB,TRUE,1.0052745236398881,2.4152069836082735,-0.6143360548383286,1
USB Input Device,16c0,27db,Generic,USB\ROOT_HUB#4930,12 Mbps,351,17.278235918096204,53,12160.575742762196,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,-1.7985249220982151,-1.0263066465033719,-1.0195273853649887,-7.977822695836809,-66.38334443935724,Unknown,Unknown,Unknown,-1.027976646937755,153.02380524524705,29.856622550760086,0
USB Input Device,16c0,c077,Raspberry Pi,USB\ROOT_HUB#9589,12 Mbps,109,10.91866412355888,84,11091.167548926927,0,Mouse USB Optical VID=046d PID=c077,Unknown,33.99741535275646,-1.0028367652850576,-0.9774030053557243,-16.58455404581615,-63.915146246177194,Unknown,Unknown,Unknown,-0.9901335882846302,-0.6621096366248711,-0.11795939316662496,0
USB Mass Storage Device,0bda,129,SanDisk,USB\ROOT_HUB#4968,5 Gbps,392,17.79393396452211,87,13132.17098452106,1,SD Card Reader VID=0bda PID=0129,Physical,2069.56079836484,0.9868861182471468,1.0252145635989536,497.6333644174301,332.78108726148537,SD Card Reader,USB,TRUE,0.25438464744790146,0.8109143978967498,0.004058538101368803,0
USB Input Device,16c0,27db,Raspberry Pi,USB\ROOT_HUB#3851,480 Mbps,90,18.351643078858707,60,6035.42780383818,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,43.530539564554,-1.0452818981217336,-0.9527804762485833,-11.911461163365585,-33.62633628566851,Unknown,Unknown,Unknown,-1.029604178827054,160.220383682835,15.554566384589688,1
USB Mass Storage Device,058f,000a,Generic,USB\ROOT_HUB#9937,480 Mbps,141,5.624427727529614,60,-313.1463601356975,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,2940.016027643188,1.020760679853848,1.0113196733852323,511.5645177253511,345.62038453406603,Generic Flash Disk,USB,TRUE,0.348238329293334,125.434224974237,-1.0450474071414406,1
USB Input Device,046d,c31c,Arduino,USB\ROOT_HUB#9592,12 Mbps,425,16.894862234061957,47,3613.332100212196,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,13.760833881917007,-1.040555373752861,-1.0422774203449316,-15.218626812684775,-87.19519611008248,Unknown,Unknown,Unknown,-0.9996552442496538,186.67604718901873,-0.2692013952582939,0
USB Mass Storage Device,2e8a,000a,Raspberry Pi,USB\ROOT_HUB#1678,12 Mbps,101,19.156414862534845,44,-224.5503845170374,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,1718.9768587869044,0.9580051457938887,0.9918549118468618,497.20822477745105,1086.0445002077217,Raspberry Pi Pico,USB,TRUE,1.0440343456814385,31.96643859371822,21.233280907688986,1
USB Mass Storage Device,2e8a,000a,HP,USB\ROOT_HUB#9080,12 Mbps,82,9.712012041849437,65,486.7963771590448,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,857.7729647738804,0.9654496057228967,0.9682272687503953,499.77021984865655,1181.6834473557826,Raspberry Pi Pico,USB,TRUE,0.6118488700079165,87.02489536871867,15.818352776320724,1
USB Mass Storage Device,1058,129,HP,USB\ROOT_HUB#2540,5 Gbps,248,17.97356535946771,44,10435.5390145151,1,WD External HDD VID=1058 PID=25a2,Physical,2552.1614105234416,0.9747797011152199,0.9647720084124711,497.2091789410383,2208.7645121215696,SD Card Reader,USB,TRUE,0.8672881347589771,-0.049821378295996865,-0.06663813725277579,0
USB Mass Storage Device,1058,6387,SanDisk,USB\ROOT_HUB#8312,480 Mbps,252,8.844460339780364,55,4407.199924455488,1,Generic Flash Disk VID=058f PID=6387,Physical,1780.9692680002454,0.994169496216269,1.024448233871797,506.75008298471664,669.0688322674832,Raspberry Pi Pico,USB,TRUE,0.670308915230081,163.69062837192376,24.50492562983173,0
USB Input Device,046d,27db,Arduino,USB\ROOT_HUB#4785,5 Gbps,410,9.76796303404825,74,4523.844979619771,0,Logitech USB Keyboard VID=046d PID=c31c,Unknown,1.4770927362206607,-0.9505688448914485,-0.9687248788043,-24.30893905596297,-74.59130190885953,Unknown,Unknown,Unknown,-1.0302202735309494,-0.7045125650389353,-0.11779077287074935,0
USB Input Device,046d,c31c,Logitech,USB\ROOT_HUB#6587,480 Mbps,408,13.848039354908654,72,8399.90397323868,0,Mouse USB Optical VID=046d PID=c077,Unknown,1.8358473116688012,-1.0232863779432604,-0.9823696783969469,-1.9241392132146187,-61.85852986126598,SD Card Reader,Unknown,Unknown,-1.0228371269990741,0.5300740630908464,-1.537605617162999,0
USB Mass Storage Device,1058,25a2,Generic,USB\ROOT_HUB#9213,480 Mbps,345,7.819692486653543,51,6523.5489275126765,1,SD Card Reader VID=0bda PID=0129,Physical,1986.6472835240547,0.990749158748297,0.9946289021357464,507.7324744179273,2562.297451250779,WD External HDD,USB,TRUE,0.3835481160496198,-0.9089108439789053,-0.42600730979374624,0
USB Mass Storage Device,0bda,129,SanDisk,USB\ROOT_HUB#9528,480 Mbps,101,9.469437131149594,54,13258.21734627623,1,SD Card Reader VID=0bda PID=0129,Physical,2380.1488315182837,0.9870543678994145,0.9671667169551262,500.5370057630761,1680.3562246996303,SD Card Reader,USB,TRUE,0.2770427316518005,0.51931664395273,-0.2293864465119939,1
USB Input Device,046d,c31c,HP,USB\ROOT_HUB#7836,5 Gbps,109,10.046992264193097,40,7704.7420198215095,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,-24.526134254859702,-1.0246724834141534,-1.001687222521614,-19.262891645392802,-40.93500652461946,Unknown,Unknown,Unknown,-0.9905657010492145,-1.892887432360673,-0.4850208836561679,0
USB Input Device,046d,c077,SanDisk,USB\ROOT_HUB#2324,12 Mbps,332,13.134279323704781,57,6914.542473093857,0,Mouse USB Optical VID=046d PID=c077,Unknown,13.273538185557474,-1.0319167661781041,-0.9879567902904526,1.6747939504537421,-89.43289519473724,Unknown,Unknown,Unknown,-0.9676725391214652,-2.4076808329320265,0.05274843807227225,0
USB Input Device,16c0,27db,Logitech,USB\ROOT_HUB#8893,12 Mbps,162,18.910707793394568,70,-138.68461171900776,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,33.68948381557911,-1.0733098689128564,-1.0132454417314791,-26.136865670309263,-55.843236249618585,Unknown,Unknown,Unknown,-0.977532901739155,174.32448712696961,-0.16432241974868456,1
USB Mass Storage Device,1058,25a2,WD,USB\ROOT_HUB#1589,5 Gbps,303,17.369580311967944,96,8513.749762249956,1,SD Card Reader VID=0bda PID=0129,Physical,2863.6131782144657,0.9897568269492834,1.0101701975606758,506.53212649598265,1991.3589882901322,WD External HDD,USB,TRUE,0.9610734926098462,-0.11141196341470105,-0.5788256918200303,0
USB Mass Storage Device,046d,000a,Logitech,USB\ROOT_HUB#5906,12 Mbps,315,9.824817948004274,90,5540.435674232968,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,1102.4547210215378,0.9837355169354999,0.974661527527961,505.06258998330634,1603.044466945592,SD Card Reader,USB,TRUE,0.6902261450882151,-1.8417949241182054,48.944234350986434,1
USB Mass Storage Device,046d,27db,SanDisk,USB\ROOT_HUB#2726,480 Mbps,474,12.513162073237092,51,3596.4450952742022,1,Logitech USB Keyboard VID=046d PID=c31c,Physical,18.668608315703818,0.9767201792528089,-1.0315430952505569,500.4129776645902,-24.748741234198484,Unknown,Unknown,TRUE,-1.0005470017926472,72.38666724855517,50.72789334923511,1
USB Mass Storage Device,1058,25a2,SanDisk,USB\ROOT_HUB#1154,480 Mbps,137,13.871976812092623,50,4186.311404533842,1,WD External HDD VID=1058 PID=25a2,Physical,2565.7465935227146,1.0066316302069103,0.9799746967947442,501.5603137972516,1065.683589294214,WD External HDD,USB,TRUE,0.8435248689471966,1.4287167121527942,-0.7945020263548892,0
USB Mass Storage Device,0bda,6387,Arduino,USB\ROOT_HUB#4033,480 Mbps,111,9.986107651459953,52,861.9576753405288,1,SD Card Reader VID=0bda PID=0129,Physical,1215.8712363975515,1.016997059601765,0.9815881416831634,503.0541723651914,865.984346223422,WD External HDD,USB,TRUE,0.9185673453430613,74.3693353266747,-0.744418067531314,0
USB Mass Storage Device,0bda,129,Raspberry Pi,USB\ROOT_HUB#8057,480 Mbps,397,9.719533994092398,42,10008.858131423236,1,WD External HDD VID=1058 PID=25a2,Physical,2607.012820755841,1.033481782165297,0.9971906116390482,495.2637589102165,1199.7887245302177,WD External HDD,USB,TRUE,0.6327220868769962,0.20691465265400633,0.07268972319883682,0
USB Mass Storage Device,16c0,000a,Generic,USB\ROOT_HUB#6603,480 Mbps,305,12.551783836562407,63,1749.9507753948142,0,Generic Flash Disk VID=058f PID=6387,Physical,1157.3201368090304,0.9941198636256822,-1.0214614486373417,-10.013245347269603,1623.288605541974,SD Card Reader,USB,Unknown,0.5256788450756702,-0.45711009600247055,-0.4676132376797135,1
USB Mass Storage Device,2e8a,000a,Arduino,USB\ROOT_HUB#3839,12 Mbps,70,12.006585973376943,82,8.66489583038765,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,2095.866684235625,0.9631159939303267,1.0043073624895476,500.6275571030056,2050.6507423591256,Generic Flash Disk,USB,TRUE,0.8917147159222756,114.11913313982575,46.56466114000962,1
USB Input Device,046d,c31c,Arduino,USB\ROOT_HUB#6069,12 Mbps,110,17.977817076971533,93,11337.389035945242,0,Mouse USB Optical VID=046d PID=c077,Unknown,20.522337656824753,-1.0175365498214834,-0.9837131257105592,-4.836992492857337,5.190854128461269,Unknown,Unknown,Unknown,-1.006055467107605,-0.799688884231382,-0.7264662294284715,0
USB Mass Storage Device,058f,000a,Generic,USB\ROOT_HUB#7010,12 Mbps,123,15.331154686332813,47,519.5690314332476,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,2226.4539362482415,0.9770420824214725,0.9683796481420603,503.22498486683025,946.2767568959977,Generic Flash Disk,USB,TRUE,0.5094731665003733,75.80378326212866,45.76488412912464,1
USB Mass Storage Device,2e8a,000a,Raspberry Pi,USB\ROOT_HUB#4913,480 Mbps,115,17.411474616491752,61,-67.06190537226576,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,1337.5044918718982,0.9818783063060088,0.9613344514944525,492.2956284636019,1354.9368278139575,Raspberry Pi Pico,USB,True,1.2247385450195032,105.61281491082225,47.96272915101335,1
USB Mass Storage Device,2e8a,000a,SanDisk,USB\ROOT_HUB#6732,12 Mbps,89,13.894515655358203,59,5226.955536320282,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,2557.722644124386,0.9664451040675597,0.9921967412398554,499.1878518767512,1284.3759437243098,Raspberry Pi Pico,USB,TRUE,0.7304355269996806,81.24505461307989,44.84047916759722,1
USB Input Device,046d,c31c,HP,USB\ROOT_HUB#2465,480 Mbps,85,5.027434809815833,85,3025.537148910792,0,ATtiny85 BadUSB VID=16c0 PID=27db,Unknown,61.79135684789413,-1.0287539739385931,-0.9698287101303553,-14.324414638426072,-22.591999375290786,Unknown,Unknown,Unknown,-0.9965531718145342,31.21993354134422,42.26470359528032,0
USB Mass Storage Device,2e8a,000a,Generic,USB\ROOT_HUB#4302,12 Mbps,113,10.674377803557793,39,177.32317883150336,1,Raspberry Pi Pico VID=2e8a PID=000a,Physical,2361.837471292922,0.9834694806793626,0.9786829575362709,491.5624722575282,958.1472551728082,Raspberry Pi Pico,USB,True,0.7989006007396727,79.51434466628822,56.404562848518395,1
